S9,GVA09,S1,S6,AREA_TOT,PERIMETER,AREA,MESO_ID,S7,Area_1,covered_area,S6_S8,S3,S4,HH01,POP07,S8,S2
22.66529,22.67156,0.0,0.00627,5.63734394854E7,0.3080864521,0.00494622741,2010_00145,0.0,,0.0,0.00627,0.0,0.0,0.55385,18.95073,0.0,0.0
0.0,0.94216,0.34562,0.0,4.88103558316E7,0.34037092021,0.00428473409,2010_00146,0.59654,,0.0,0.0,0.0,0.0,14.8654,35.38667,0.0,0.0
0.0,0.17455,0.17455,0.0,4.50563704832E7,0.24325129855,0.00395520934,2010_00147,0.0,,0.0,0.0,0.0,0.0,15.09565,47.94694,0.0,0.0
0.0,0.17473,0.17473,0.0,4.67696678854E7,0.24395969995,0.00410599391,2010_00148,0.0,,0.0,0.0,0.0,0.0,10.23875,30.32414,0.0,0.0
23.51733,73.84136,0.48744,49.83659,5.32365306517E7,0.28127176153,0.00467229672,2010_00149,0.0,,0.0,49.83659,0.0,0.0,505.83891,2259.54416,0.0,0.0
6.79858,52.66706,2.32706,0.0,4.94459394695E7,0.3275769283,0.00434022845,2010_00150,0.0,,0.0,0.0,0.0,0.0,45.52139,295.7834,0.0,43.54142
0.0,0.22508,0.22508,0.0,5.04989736195E7,0.30607881198,0.00443465667,2010_00151,0.0,,0.0,0.0,0.0,0.0,19.8337,22.95838,0.0,0.0
0.0,0.08132,0.08132,0.0,4.80083363663E7,0.25650658035,0.00421468718,2010_00152,0.0,,0.0,0.0,0.0,0.0,18.24216,56.19287,0.0,0.0
0.0,6.93242,6.93242,0.0,4.73086219831E7,0.27920779557,0.00415236978,2010_00153,0.0,,0.0,0.0,0.0,0.0,136.41276,744.96999,0.0,0.0
5.82376,6.6997,0.87594,0.0,5.29628068304E7,0.30319354623,0.00464832301,2010_00154,0.0,,0.0,0.0,0.0,0.0,131.84809,599.89074,0.0,0.0
